,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,target
2950,13927,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100,2,1960,0,   .,34172,1
2951,1727,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,730,4,1960,0,   .,75114,1
2952,3800,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1450,4,1960,0,   .,6083,1
2953,17082,2012,1,0,V,N,1,O,1,N,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3000,1,2010,0,2,17218,0
2954,11567,2016,"0,99726776",1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1327,1,2008,0.3,3,13056,0
2955,13116,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5300,2,1980,0,   .,13205,1
2956,13449,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,1110,1,1960,0.6,6,8409,0
2957,15463,2012,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,400,1,1930,0.3,4,87085,0
2958,8909,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2500,4,1975,0,6,6104,1
2959,11383,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,3,1960,0,   .,59368,0
2960,13317,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3250,2,1980,0,   .,63113,1
2961,7106,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,120,2,1960,0,   .,80021,0
2962,3540,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2440,2,1980,0,   .,64102,1
2963,16762,2016,"0,99726776",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,4275,3,1970,0,4,94034,1
2964,18425,2012,"0,704918033",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2250,1,2012,0.3,4,13004,0
2965,17671,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600,1,1700,0,3,74309,0
2966,9713,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1380,2,1988,0,   .,63113,1
2967,12791,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850,2,1960,0,   .,13204,0
2968,5651,2012,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,4,,0,   .,75106,0
2969,15455,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,7300,4,1970,0,8,6083,1
2970,16163,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4500,2,2006,0.6,2,31561,0
2971,4318,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5800,2,1980,0,   .,25056,1
2972,6025,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,207,3,1960,0,   .,92046,0
2973,16120,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1200,1,1900,0.3,4,33009,0
2974,4489,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1600,4,1960,0,8,6083,1
2975,8220,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,3,,0,   .,2B033,0
2976,3192,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,7680,2,1990,0,2,83065,1
2977,11019,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,1960,0,   .,59328,0
2978,7526,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500,3,,0,   .,92062,0
2979,16402,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,487,2,1980,0.6,3,4197,0
2980,13865,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,2,1960,0,   .,68224,0
2981,13380,2012,"0,986338798",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,413,2,1960,0,   .,51454,0
2982,13297,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,210,1,1960,0,   .,13028,0
2983,648,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,4,1960,0,   .,6088,1
2984,16936,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2051,2,1990,0.3,2,66182,0
2985,8176,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1520,3,,0,   .,2B033,0
2986,11816,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,458,2,1960,0,   .,51454,0
2987,16971,2013,"0,293150685",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,1500,3,1930,0,8,92025,0
2988,4960,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1294,4,,0,   .,75104,1
2989,3998,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1225,3,1980,0,   .,94041,0
2990,15098,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,624,4,1991,0.6,3,6104,1
2991,4441,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3900,2,1980,0,   .,65127,1
2992,15516,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,540,2,1900,0,3,29019,0
2993,18835,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2500,1,1995,0,4,10362,0
2994,11751,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4840,4,1970,0,4,6104,1
2995,16575,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1155,3,1960,0,4,33063,0
2996,727,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,336,2,1960,0,   .,83009,0
2997,8509,2016,"0,322404372",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,260,4,,0,   .,6029,0
2998,4669,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,388,2,1960,0,   .,64122,0
2999,4750,2013,"0,109589041",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1152,1,1936,0.3,4,84007,0
3000,15952,2012,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,eff,2,600,1,1900,0,3,21054,0
3001,16124,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,1,1946,V,   .,,0
3002,15843,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,450,2,1900,0,3,78372,0
3003,6361,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,1,1960,0,   .,45234,0
3004,15142,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1988,0,   .,59279,0
3005,8227,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1335,3,,0,   .,2B042,0
3006,11280,2015,"0,509589041",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,3,1960,0,   .,33063,0
3007,5343,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,1,1960,0,   .,42071,0
3008,3917,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,1,1980,0,   .,86194,0
3009,1957,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,720,2,1988,0,   .,83071,0
3010,5416,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,841,1,,0,   .,74169,0
3011,4009,2016,"0,576502732",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,2,1960,0,   .,44109,0
3012,6595,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,840,2,,0,   .,80228,0
3013,9002,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2578,4,1960,0,8,75120,1
3014,12609,2014,"0,375342466",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,1,,0,   .,13001,0
3015,4525,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3243,2,1988,0,   .,14118,1
3016,18541,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,3505,2,2011,0.3,3,77215,1
3017,14953,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,633,4,1960,0,   .,75101,1
3018,11799,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1463,2,1988,0,   .,26149,1
3019,5086,2013,"0,495890411",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,4,1960,0,   .,75120,0
3020,4788,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,4,1960,0,   .,75112,1
3021,8659,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850,2,1960,0,   .,68249,0
3022,16397,2014,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,5860,2,1986,0,3,66182,1
3023,4530,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10620,2,1980,0,   .,78640,1
3024,8646,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1246,1,1980,0,   .,49099,0
3025,4547,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,210,2,1960,0,   .,57032,0
3026,16636,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2400,1,1973,0.6,3,13056,0
3027,1348,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,2,1980,0,   .,83137,0
3028,12697,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1960,0,   .,13208,0
3029,8190,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1340,3,,0,   .,2B033,0
3030,8755,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,4349,4,1950,0,7,6088,1
3031,2161,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,3100,2,1980,0,5,69189,0
3032,16953,2016,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,3600,1,1970,0,4,84007,0
3033,10940,2013,"0,15890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3166,2,,0,   .,62826,1
3034,14372,2014,"0,41369863",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1548,1,1988,0,   .,91386,0
3035,7498,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,1,1960,0,   .,13056,0
3036,12078,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500,2,1960,0,   .,13001,1
3037,11571,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1725,1,2000,0.6,4,19031,0
3038,7730,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,975,1,1988,0,   .,74119,0
3039,14091,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1880,4,1960,0,   .,75106,1
3040,10575,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2650,2,1980,0,   .,80021,1
3041,655,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,1170,4,,0,   .,6088,1
3042,9077,2013,"0,495890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,3,,0,   .,59350,0
3043,16753,2012,1,1,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,3367,4,1950,0,7,75116,1
3044,351,2013,"0,915068493",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1375,1,1980,0,   .,63113,0
3045,19012,2014,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1250,2,1979,0,4,65017,0
3046,8933,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800,4,1920,0.6,4,6083,1
3047,17476,2013,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3887,1,2011,0,3,91044,0
3048,16993,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2694,4,1850,0,8,75115,1
3049,2719,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1860,2,1980,0,   .,59043,1
3050,12835,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,560,2,1960,0,   .,67523,0
3051,5054,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,680,1,1800,0.3,3,1053,0
3052,8934,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800,4,1920,0.6,4,6083,1
3053,4554,2013,"0,41369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910,2,1960,0,   .,13207,0
3054,8856,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6520,4,1988,0,   .,6083,1
3055,11278,2012,1,1,V,N,1,O,1,O,N,O,N,O,AUTRE,IDENTIQUE,V,effpi,2,2196,4,1850,0,7,75117,1
3056,10458,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2330,2,1970,0.6,6,76351,1
3057,5116,2012,1,0,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,750,2,1960,0,2,64122,0
3058,4671,2013,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,5434,4,1975,0.6,6,6104,1
3059,14947,2013,"0,246575342",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,766,2,1980,0,   .,66136,0
3060,13699,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,250,3,1850,0.6,4,33063,0
3061,11704,2015,"0,747945205",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2905,1,1988,0,   .,41269,1
3062,5064,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660,1,1960,0,   .,88196,0
3063,7063,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600,2,1987,0,2,83112,0
3064,730,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,4,,0,   .,75101,1
3065,16363,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4500,2,1960,0,6,13210,1
3066,14665,2016,"0,967213115",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,320,2,1940,0.6,4,14225,0
3067,3156,2014,"0,139726027",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,4,1960,0,   .,6088,0
3068,6046,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1030,1,1980,0,   .,12033,0
3069,19775,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1350,4,1990,0.6,7,6136,1
3070,16378,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,5000,4,1960,0,9,6029,1
3071,16117,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600,1,1953,0.3,3,91027,0
3072,7242,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,988,2,2004,0.3,2,30075,0
3073,1266,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,2750,1,1980,0,5,19031,1
3074,14391,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2890,1,1980,0,   .,71543,1
3075,732,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,1300,4,,0,   .,75104,1
3076,5096,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,537,4,1988,0,   .,6104,0
3077,16379,2014,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,5000,4,1960,0,9,6029,1
3078,17933,2015,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,5800,2,2011,0,4,34057,1
3079,4266,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,710,2,1989,0,2,66037,0
3080,7116,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620,2,1960,0,   .,34032,0
3081,18985,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1457,3,1889,0,6,92004,0
3082,1673,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1068,2,1965,0,3,83126,0
3083,12894,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,V,2,7650,4,1970,0,4,6088,1
3084,8584,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3000,4,,0,   .,6123,1
3085,6115,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,490,2,1940,0,4,42218,0
3086,1437,2014,"0,038356164",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,1960,0,   .,21231,0
3087,6378,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4300,1,1960,0,   .,22282,1
3088,14621,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1490,1,1988,0,   .,16015,0
3089,12750,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1018,3,,0,   .,33063,0
3090,8829,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3746,4,1985,0,5,6104,1
3091,8292,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,2,1960,0,   .,60667,0
3092,7432,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1838,1,1988,0,   .,91377,0
3093,7233,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350,4,1960,0,   .,6088,0
3094,18842,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,502,1,1950,0,4,10387,0
3095,7972,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1673,2,,0,   .,42218,1
3096,13886,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,840,1,1960,0,   .,42187,0
3097,8508,2013,"0,81369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1512,4,,0,   .,6030,1
3098,6861,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,1960,0,   .,13206,0
3099,18847,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,202,1,1900,0,3,10387,0
3100,7289,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,12630,1,1980,0,   .,13047,1
3101,6300,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,265,2,1960,0,2,30133,0
3102,44,2012,1,0,V,N,2,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,1770,2,1920,0,5,59328,0
3103,11526,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1957,1,1980,0,   .,43157,0
3104,6666,2012,"0,415300546",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1207,3,1960,0,   .,92012,0
3105,17479,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,710,2,2003,0,4,77058,0
3106,1305,2014,"0,147945205",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,1,1960,0,   .,54323,0
3107,8954,2016,"0,99726776",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2095,2,1964,0,6,38412,0
3108,5392,2016,"0,494535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4365,1,1980,0,   .,19031,1
3109,18893,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3350,1,1968,0,6,17415,0
3110,13750,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,865,2,1988,0,   .,34172,0
3111,14290,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2149,1,1988,0,   .,74224,0
3112,14407,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2208,1,1980,0,   .,13071,0
3113,10884,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1569,1,1980,0,   .,74143,0
3114,17844,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1398,2,2011,0,4,63113,0
3115,548,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1960,0,   .,44109,1
3116,657,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1160,1,1980,0,   .,36044,0
3117,16278,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,450,2,1960,0,3,40133,0
3118,14755,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1600,1,2008,0,5,35288,0
3119,9078,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,405,3,,0,   .,59350,0
3120,17942,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,900,4,1900,0,7,6029,1
3121,597,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,525,4,1960,0,   .,75120,0
3122,10846,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,3,1960,0,   .,33063,0
3123,6909,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2791,2,1960,0,   .,13001,1
3124,5352,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1850,2,1960,0,   .,13206,1
3125,1140,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,250,2,1950,0,4,13205,0
3126,14609,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,984,3,1980,0,   .,64483,0
3127,9821,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,762,2,1980,0,   .,64260,0
3128,8574,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2660,4,,0,   .,6004,1
3129,12643,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700,2,1960,0,   .,13213,0
3130,17758,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,9432,1,1960,1.5,8,74011,1
3131,15143,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,2,1988,0,   .,59279,0
3132,10867,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,2,1960,0,   .,77379,0
3133,17875,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,740,4,1940,0,4,6029,1
3134,1711,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,690,3,1960,0,   .,92049,0
3135,12746,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,716,3,1980,0,   .,93027,0
3136,2558,2013,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,2,1960,0,   .,13205,0
3137,2017,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1657,2,1980,0,   .,56107,1
3138,7078,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200,3,1988,0,   .,64189,0
3139,4929,2012,"0,183060109",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,2,1960,0,   .,83091,0
3140,9676,2013,"0,778082192",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250,2,1960,0,   .,13204,0
3141,336,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2545,3,1960,0,   .,33063,1
3142,19369,2016,"0,99726776",0,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,2,5610,4,1920,0,5,6012,1
3143,1262,2012,"0,915300546",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1980,0,   .,14118,0
3144,9307,2013,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2800,4,,0,   .,75116,0
3145,14954,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,633,4,1960,0,   .,75101,1
3146,12950,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4060,1,1988,0,   .,74278,1
3147,16340,2012,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,1,443,1,1900,0.3,2,10387,0
3148,16772,2016,"0,99726776",0,V,N,1,N,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1875,1,2009,0.3,4,74056,0
3149,1328,2012,1,1,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1290,1,1900,0.3,3,13105,0
3150,19370,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,374,2,1960,0.6,2,78683,0
3151,17854,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,400,1,2011,0,2,63284,0
3152,10741,2015,"0,832876712",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4000,1,1970,0,8,43041,0
3153,17617,2015,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,1,365,4,1870,0,4,6159,0
3154,8473,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1055,4,1900,0,5,6159,0
3155,16991,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3181,2,2010,0,3,31506,0
3156,11690,2016,"0,99726776",0,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4300,2,1988,0,   .,4094,1
3157,14193,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4790,2,1980,0,   .,13001,1
3158,3876,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972,2,1980,0,   .,14341,1
